Pattern,Components,Score,PrimeProduct
Flush: JT975,"ranks=J,T,9,7,5",1360,1153243
Flush: KQJ54,"ranks=K,Q,J,5,4",845,1164205
Flush: AT974,"ranks=A,T,9,7,4",699,1164605
Flush: QJ865,"ranks=Q,J,8,6,5",1198,1176791
Flush: QJT93,"ranks=Q,J,T,9,3",1149,1178589
Flush: KJ874,"ranks=K,J,8,7,4",986,1185665
Flush: AKT82,"ranks=A,K,T,8,2",415,1186294
Flush: AQ864,"ranks=A,Q,8,6,4",578,1188385
Flush: AJ765,"ranks=A,J,7,6,5",671,1190189
Flush: KQ964,"ranks=K,Q,9,6,4",891,1198615
Flush: A9875,"ranks=A,9,8,7,5",748,1205113
Flush: AQJ63,"ranks=A,Q,J,6,3",515,1216347
Flush: AKT54,"ranks=A,K,T,5,4",425,1221185
Flush: AKQ72,"ranks=A,K,Q,7,2",356,1222702
Flush: AQ983,"ranks=A,Q,9,8,3",555,1231599
Flush: QT975,"ranks=Q,T,9,7,5",1235,1232777
Flush: AT865,"ranks=A,T,8,6,5",717,1234387
Flush: AJ964,"ranks=A,J,9,6,4",647,1242505
Flush: KT965,"ranks=K,T,9,6,5",1030,1245013
Flush: AQJ82,"ranks=A,Q,J,8,2",507,1253206
Flush: KJT83,"ranks=K,J,T,8,3",946,1258629
Flush: KQJ92,"ranks=K,Q,J,9,2",829,1263994
Flush: KQ874,"ranks=K,Q,8,7,4",902,1267435
Flush: AQ765,"ranks=A,Q,7,6,5",587,1272271
Flush: AQJ54,"ranks=A,Q,J,5,4",517,1290065
Flush: KQJ73,"ranks=K,Q,J,7,3",839,1297257
Flush: AJ874,"ranks=A,J,8,7,4",658,1313845
Flush: QJ965,"ranks=Q,J,9,6,5",1183,1315237
Flush: KT875,"ranks=K,T,8,7,5",1041,1316497
Flush: KJ974,"ranks=K,J,9,7,4",971,1325155
Flush: AKT92,"ranks=A,K,T,9,2",409,1325858
Flush: AQ964,"ranks=A,Q,9,6,4",563,1328195
Flush: J9876,"ranks=J,9,8,7,6",1409,1339481
Flush: QJT74,"ranks=Q,J,T,7,4",1159,1344005
Flush: KQT83,"ranks=K,Q,T,8,3",862,1345431
Flush: KJT64,"ranks=K,J,T,6,4",954,1357345
Flush: AKT73,"ranks=A,K,T,7,3",419,1360749
Flush: KT984,"ranks=K,T,9,8,4",1022,1374365
Flush: AT965,"ranks=A,T,9,6,5",702,1379609
Flush: QJ875,"ranks=Q,J,8,7,5",1194,1390753
Flush: AJT83,"ranks=A,J,T,8,3",618,1394697
Flush: AQJ92,"ranks=A,Q,J,9,2",501,1400642
Flush: AQ874,"ranks=A,Q,8,7,4",574,1404455
Flush: KJ865,"ranks=K,J,8,6,5",989,1404557
Flush: KJT93,"ranks=K,J,T,9,3",940,1406703
Flush: KQ974,"ranks=K,Q,9,7,4",887,1416545
Flush: AK864,"ranks=A,K,8,6,4",458,1418395
Flush: Q9876,"ranks=Q,9,8,7,6",1284,1431859
Flush: AQJ73,"ranks=A,Q,J,7,3",511,1437501
Flush: KQT64,"ranks=K,Q,T,6,4",870,1450955
Flush: AKJ63,"ranks=A,K,J,6,3",395,1451769
Flush: QJ984,"ranks=Q,J,9,8,4",1175,1451885
Flush: AT875,"ranks=A,T,8,7,5",713,1458821
Flush: AJ974,"ranks=A,J,9,7,4",643,1468415
Flush: AK983,"ranks=A,K,9,8,3",435,1469973
Flush: KT975,"ranks=K,T,9,7,5",1026,1471379
Flush: AQT83,"ranks=A,Q,T,8,3",534,1490883
Flush: AKJ82,"ranks=A,K,J,8,2",387,1495762
Flush: KQ865,"ranks=K,Q,8,6,5",905,1501423
Flush: KQT93,"ranks=K,Q,T,9,3",856,1503717
Flush: AJT64,"ranks=A,J,T,6,4",626,1504085
Flush: JT985,"ranks=J,T,9,8,5",1355,1508087
Flush: AK765,"ranks=A,K,7,6,5",467,1518517
Flush: AT984,"ranks=A,T,9,8,4",694,1522945
Flush: KQJT2,"ranks=K,Q,J,T,2",822,1530098
Flush: AKJ54,"ranks=A,K,J,5,4",397,1539755
Flush: AKQ63,"ranks=A,K,Q,6,3",359,1551891
Flush: QJ975,"ranks=Q,J,9,7,5",1179,1554371
Flush: AJ865,"ranks=A,J,8,6,5",661,1556401
Flush: AJT93,"ranks=A,J,T,9,3",612,1558779
Flush: AQ974,"ranks=A,Q,9,7,4",559,1569685
Flush: KJ965,"ranks=K,J,9,6,5",974,1569799
Flush: AK964,"ranks=A,K,9,6,4",443,1585265
Flush: QJT65,"ranks=Q,J,T,6,5",1162,1592129
Flush: AKQ82,"ranks=A,K,Q,8,2",351,1598918
Flush: KJT74,"ranks=K,J,T,7,4",950,1604135
Flush: AQT64,"ranks=A,Q,T,6,4",542,1607815
Flush: QT985,"ranks=Q,T,9,8,5",1230,1612093
Flush: JT876,"ranks=J,T,8,7,6",1374,1621477
Flush: AT975,"ranks=A,T,9,7,5",698,1630447
Flush: AKQ54,"ranks=A,K,Q,5,4",361,1645945
Flush: KJ875,"ranks=K,J,8,7,5",985,1659931
Flush: AQ865,"ranks=A,Q,8,6,5",577,1663739
Flush: AQT93,"ranks=A,Q,T,9,3",528,1666281
Flush: AKJ92,"ranks=A,K,J,9,2",381,1671734
Flush: AK874,"ranks=A,K,8,7,4",454,1676285
Flush: KQ965,"ranks=K,Q,9,6,5",890,1678061
Flush: AQJT2,"ranks=A,Q,J,T,2",494,1695514
Flush: KQJ83,"ranks=K,Q,J,8,3",834,1696413
Flush: K9876,"ranks=K,9,8,7,6",1075,1708993
Flush: KQT74,"ranks=K,Q,T,7,4",866,1714765
Flush: AKJ73,"ranks=A,K,J,7,3",391,1715727
Flush: KJ984,"ranks=K,J,9,8,4",966,1732895
Flush: QT876,"ranks=Q,T,8,7,6",1249,1733303
Flush: AJ965,"ranks=A,J,9,6,5",646,1739507
Flush: QJT84,"ranks=Q,J,T,8,4",1154,1757545
Flush: KQ875,"ranks=K,Q,8,7,5",901,1774409
Flush: AJT74,"ranks=A,J,T,7,4",622,1777555
Flush: AKT83,"ranks=A,K,T,8,3",414,1779441
Flush: AKQ92,"ranks=A,K,Q,9,2",345,1787026
Flush: JT976,"ranks=J,T,9,7,6",1359,1812239
Flush: KQJ64,"ranks=K,Q,J,6,4",842,1829465
Flush: AKQ73,"ranks=A,K,Q,7,3",355,1834053
Flush: AJ875,"ranks=A,J,8,7,5",657,1839383
Flush: KQ984,"ranks=K,Q,9,8,4",882,1852405
Flush: KJ975,"ranks=K,J,9,7,5",970,1855217
Flush: AQ965,"ranks=A,Q,9,6,5",562,1859473
Flush: AK974,"ranks=A,K,9,7,4",439,1873495
Flush: AQJ83,"ranks=A,Q,J,8,3",506,1879809
Flush: QJT75,"ranks=Q,J,T,7,5",1158,1881607
Flush: A9876,"ranks=A,9,8,7,6",747,1893749
Flush: KQJ93,"ranks=K,Q,J,9,3",828,1895991
Flush: AQT74,"ranks=A,Q,T,7,4",538,1900145
Flush: KJT65,"ranks=K,J,T,6,5",953,1900283
Flush: AKT64,"ranks=A,K,T,6,4",422,1919005
Flush: AJ984,"ranks=A,J,9,8,4",638,1920235
Flush: KT985,"ranks=K,T,9,8,5",1021,1924111
Flush: QT976,"ranks=Q,T,9,7,6",1234,1937221
Flush: QJT94,"ranks=Q,J,T,9,4",1148,1964315
Flush: AQ875,"ranks=A,Q,8,7,5",573,1966237
Flush: KQ975,"ranks=K,Q,9,7,5",886,1983163
Flush: AK865,"ranks=A,K,8,6,5",457,1985753
Flush: AKT93,"ranks=A,K,T,9,3",408,1988787
Flush: AKJT2,"ranks=A,K,J,T,2",374,2023678
Flush: AQJ64,"ranks=A,Q,J,6,4",514,2027245
Flush: KQT65,"ranks=K,Q,T,6,5",869,2031337
Flush: QJ985,"ranks=Q,J,9,8,5",1174,2032639
Flush: AQ984,"ranks=A,Q,9,8,4",554,2052665
Flush: AJ975,"ranks=A,J,9,7,5",642,2055781
Flush: KT876,"ranks=K,T,8,7,6",1040,2068781
Flush: KJT84,"ranks=K,J,T,8,4",945,2097715
Flush: AQJ93,"ranks=A,Q,J,9,3",500,2100963
Flush: AJT65,"ranks=A,J,T,6,5",625,2105719
Flush: AT985,"ranks=A,T,9,8,5",693,2132123
Flush: KQJ74,"ranks=K,Q,J,7,4",838,2162095
Flush: AKQT2,"ranks=A,K,Q,T,2",338,2163242
Flush: QJ876,"ranks=Q,J,8,7,6",1193,2185469
Flush: AQ975,"ranks=A,Q,9,7,5",558,2197559
Flush: AK965,"ranks=A,K,9,6,5",442,2219371
Flush: KQT84,"ranks=K,Q,T,8,4",861,2242385
Flush: AKJ83,"ranks=A,K,J,8,3",386,2243643
Flush: KJT75,"ranks=K,J,T,7,5",949,2245789
Flush: AQT65,"ranks=A,Q,T,6,5",541,2250941
Flush: AKT74,"ranks=A,K,T,7,4",418,2267915
Flush: AT876,"ranks=A,T,8,7,6",712,2292433
Flush: KQJT3,"ranks=K,Q,J,T,3",821,2295147
Flush: KT976,"ranks=K,T,9,7,6",1025,2312167
Flush: AJT84,"ranks=A,J,T,8,4",617,2324495
Flush: KJT94,"ranks=K,J,T,9,4",939,2344505
Flush: AK875,"ranks=A,K,8,7,5",453,2346799
Flush: JT986,"ranks=J,T,9,8,6",1354,2369851
Flush: AQJ74,"ranks=A,Q,J,7,4",510,2395835
Flush: AKQ83,"ranks=A,K,Q,8,3",350,2398377
Flush: KQT75,"ranks=K,Q,T,7,5",865,2400671
Flush: AKJ64,"ranks=A,K,J,6,4",394,2419615
Flush: KJ985,"ranks=K,J,9,8,5",965,2426053
Flush: QJ976,"ranks=Q,J,9,7,6",1178,2442583
Flush: AK984,"ranks=A,K,9,8,4",434,2449955
Flush: QJT85,"ranks=Q,J,T,8,5",1153,2460563
Flush: AQT84,"ranks=A,Q,T,8,4",533,2484805
Flush: AJT75,"ranks=A,J,T,7,5",621,2488577
Flush: KQT94,"ranks=K,Q,T,9,4",855,2506195
Flush: AKJ93,"ranks=A,K,J,9,3",380,2507601
Flush: QT986,"ranks=Q,T,9,8,6",1229,2533289
Flush: AQJT3,"ranks=A,Q,J,T,3",493,2543271
Flush: KQJ65,"ranks=K,Q,J,6,5",841,2561251
Flush: AT976,"ranks=A,T,9,7,6",697,2562131
Flush: AKQ64,"ranks=A,K,Q,6,4",358,2586485
Flush: KQ985,"ranks=K,Q,9,8,5",881,2593367
Flush: AJT94,"ranks=A,J,T,9,4",611,2597965
Flush: KJ876,"ranks=K,J,8,7,6",984,2608463
Flush: AK975,"ranks=A,K,9,7,5",438,2622893
Flush: AQT75,"ranks=A,Q,T,7,5",537,2660203
Flush: AKQ93,"ranks=A,K,Q,9,3",344,2680539
Flush: AKT65,"ranks=A,K,T,6,5",421,2686607
Flush: AJ985,"ranks=A,J,9,8,5",637,2688329
Flush: AKQJ2,"ranks=A,K,Q,J,2",330,2727566
Flush: QJT95,"ranks=Q,J,T,9,5",1147,2750041
Flush: AQT94,"ranks=A,Q,T,9,4",527,2777135
Flush: KQ876,"ranks=K,Q,8,7,6",900,2788357
Straight Flush to J,"ranks=7,8,9,T,J",4,2800733
Flush: KQJ84,"ranks=K,Q,J,8,4",833,2827355
Flush: AQJ65,"ranks=A,Q,J,6,5",513,2838143
Flush: AKJ74,"ranks=A,K,J,7,4",390,2859545
Flush: AQ985,"ranks=A,Q,9,8,5",553,2873731
Flush: AJ876,"ranks=A,J,8,7,6",656,2890459
Flush: KJ976,"ranks=K,J,9,7,6",969,2915341
Flush: KJT85,"ranks=K,J,T,8,5",944,2936801
Flush: QJT76,"ranks=Q,J,T,7,6",1157,2956811
Flush: AKT84,"ranks=A,K,T,8,4",413,2965735
Flush: QT987,"ranks=Q,T,9,8,7",1228,2993887
Flush: KT986,"ranks=K,T,9,8,6",1020,3023603
Flush: KQJ75,"ranks=K,Q,J,7,5",837,3026933
Flush: AKJT3,"ranks=A,K,J,T,3",373,3035517
Flush: AKQ74,"ranks=A,K,Q,7,4",354,3056755
Flush: AQ876,"ranks=A,Q,8,7,6",572,3089801
Flush: KQ976,"ranks=K,Q,9,7,6",885,3116399
Flush: AQJ84,"ranks=A,Q,J,8,4",505,3133015
Flush: KQT85,"ranks=K,Q,T,8,5",860,3139339
Flush: KQJ94,"ranks=K,Q,J,9,4",827,3159985
Flush: AKT75,"ranks=A,K,T,7,5",417,3175081
Flush: QJ986,"ranks=Q,J,9,8,6",1173,3194147
Flush: AJ976,"ranks=A,J,9,7,6",641,3230513
Flush: AKQT3,"ranks=A,K,Q,T,3",337,3244863
Flush: AJT85,"ranks=A,J,T,8,5",616,3254293
Flush: KJT95,"ranks=K,J,T,9,5",938,3282307
Flush: AKT94,"ranks=A,K,T,9,4",407,3314645
Flush: AT986,"ranks=A,T,9,8,6",692,3350479
Flush: AQJ75,"ranks=A,Q,J,7,5",509,3354169
Flush: AKJ65,"ranks=A,K,J,6,5",393,3387461
Flush: AK985,"ranks=A,K,9,8,5",433,3429937
Flush: AQ976,"ranks=A,Q,9,7,6",557,3453307
Flush: AQT85,"ranks=A,Q,T,8,5",532,3478727
Flush: AQJ94,"ranks=A,Q,J,9,4",499,3501605
Flush: KQT95,"ranks=K,Q,T,9,5",854,3508673
Flush: KJT76,"ranks=K,J,T,7,6",948,3529097
Flush: KT987,"ranks=K,T,9,8,7",1019,3573349
Flush: AKQ65,"ranks=A,K,Q,6,5",357,3621079
Flush: AJT95,"ranks=A,J,T,9,5",610,3637151
Flush: AK876,"ranks=A,K,8,7,6",452,3687827
Flush: AKJ84,"ranks=A,K,J,8,4",385,3739405
Flush: KQT76,"ranks=K,Q,T,7,6",864,3772483
Flush: QJ987,"ranks=Q,J,9,8,7",1172,3774901
Flush: KJ986,"ranks=K,J,9,8,6",964,3812369
Flush: KQJT4,"ranks=K,Q,J,T,4",820,3825245
Flush: QJT86,"ranks=Q,J,T,8,6",1152,3866599
Flush: AQT95,"ranks=A,Q,T,9,5",526,3887989
Flush: AJT76,"ranks=A,J,T,7,6",620,3910621
Flush: KQJ85,"ranks=K,Q,J,8,5",832,3958297
Flush: AT987,"ranks=A,T,9,8,7",691,3959657
Flush: AKQ84,"ranks=A,K,Q,8,4",349,3997295
Flush: AKJ75,"ranks=A,K,J,7,5",389,4003363
Flush: KQ986,"ranks=K,Q,9,8,6",880,4075291
Flush: AKQJ3,"ranks=A,K,Q,J,3",329,4091349
Flush: AK976,"ranks=A,K,9,7,6",437,4121689
Flush: AKT85,"ranks=A,K,T,8,5",412,4152029
Flush: AKJ94,"ranks=A,K,J,9,4",379,4179335
Flush: AQT76,"ranks=A,Q,T,7,6",536,4180319
Flush: AJ986,"ranks=A,J,9,8,6",636,4224517
Flush: AQJT4,"ranks=A,Q,J,T,4",492,4238785
Flush: AKQ75,"ranks=A,K,Q,7,5",353,4279457
Flush: QJT96,"ranks=Q,J,T,9,6",1146,4321493
Flush: AQJ85,"ranks=A,Q,J,8,5",504,4386221
Flush: KQJ95,"ranks=K,Q,J,9,5",826,4423979
Flush: AKQ94,"ranks=A,K,Q,9,4",343,4467565
Flush: KJ987,"ranks=K,J,9,8,7",963,4505527
Flush: AQ986,"ranks=A,Q,9,8,6",552,4515863
Flush: QJT87,"ranks=Q,J,T,8,7",1151,4569617
Flush: KJT86,"ranks=K,J,T,8,6",943,4614973
Flush: AKT95,"ranks=A,K,T,9,5",406,4640503
Flush: KQJ76,"ranks=K,Q,J,7,6",836,4756609
Flush: KQ987,"ranks=K,Q,9,8,7",879,4816253
Flush: AQJ95,"ranks=A,Q,J,9,5",498,4902247
Flush: KQT86,"ranks=K,Q,T,8,6",859,4933247
Flush: AKT76,"ranks=A,K,T,7,6",416,4989413
Flush: AJ987,"ranks=A,J,9,8,7",635,4992611
Flush: AKJT4,"ranks=A,K,J,T,4",372,5059195
Flush: QJT97,"ranks=Q,J,T,9,7",1145,5107219
Flush: AJT86,"ranks=A,J,T,8,6",615,5113889
Flush: KJT96,"ranks=K,J,T,9,6",937,5157911
Flush: AKJ85,"ranks=A,K,J,8,5",384,5235167
Flush: AQJ76,"ranks=A,Q,J,7,6",508,5270837
Flush: AQ987,"ranks=A,Q,9,8,7",551,5336929
Flush: KQJT5,"ranks=K,Q,J,T,5",819,5355343
Flush: AK986,"ranks=A,K,9,8,6",432,5389901
Flush: AKQT4,"ranks=A,K,Q,T,4",336,5408105
Flush: KJT87,"ranks=K,J,T,8,7",942,5454059
Flush: AQT86,"ranks=A,Q,T,8,6",531,5466571
Flush: KQT96,"ranks=K,Q,T,9,6",853,5513629
Flush: AKQ85,"ranks=A,K,Q,8,5",348,5596213
Flush: AJT96,"ranks=A,J,T,9,6",609,5715523
Flush: KQT87,"ranks=K,Q,T,8,7",858,5830201
Flush: AKJ95,"ranks=A,K,J,9,5",378,5851069
Flush: AQJT5,"ranks=A,Q,J,T,5",491,5934299
Flush: AJT87,"ranks=A,J,T,8,7",614,6043687
Flush: KJT97,"ranks=K,J,T,9,7",936,6095713
Flush: AQT96,"ranks=A,Q,T,9,6",525,6109697
Flush: KQJ86,"ranks=K,Q,J,8,6",831,6220181
Flush: AKQ95,"ranks=A,K,Q,9,5",342,6254591
Flush: AKJ76,"ranks=A,K,J,7,6",388,6290999
Flush: AK987,"ranks=A,K,9,8,7",431,6369883
Flush: AQT87,"ranks=A,Q,T,8,7",530,6460493
Flush: KQT97,"ranks=K,Q,T,9,7",852,6516107
Flush: AKT86,"ranks=A,K,T,8,6",411,6524617
Straight Flush to Q,"ranks=8,9,T,J,Q",3,6678671
Flush: AKQ76,"ranks=A,K,Q,7,6",352,6724861
Flush: AJT97,"ranks=A,J,T,9,7",608,6754709
Flush: AKQJ4,"ranks=A,K,Q,J,4",328,6818915
Flush: AQJ86,"ranks=A,Q,J,8,6",503,6892633
Flush: KQJ96,"ranks=K,Q,J,9,6",825,6951967
Flush: AKJT5,"ranks=A,K,J,T,5",371,7082873
Flush: AQT97,"ranks=A,Q,T,9,7",524,7220551
Flush: AKT96,"ranks=A,K,T,9,6",405,7292219
Flush: KQJ87,"ranks=K,Q,J,8,7",830,7351123
Flush: AKQT5,"ranks=A,K,Q,T,5",335,7571347
Flush: AQJ96,"ranks=A,Q,J,9,6",497,7703531
Flush: AKT87,"ranks=A,K,T,8,7",410,7710911
Flush: KJT98,"ranks=K,J,T,9,8",935,7971317
Flush: AQJ87,"ranks=A,Q,J,8,7",502,8145839
Flush: KQJ97,"ranks=K,Q,J,9,7",824,8215961
Flush: AKJ86,"ranks=A,K,J,8,6",383,8226691
Flush: KQJT6,"ranks=K,Q,J,T,6",818,8415539
Flush: KQT98,"ranks=K,Q,T,9,8",851,8521063
Flush: AKT97,"ranks=A,K,T,9,7",404,8618077
Flush: AKQ86,"ranks=A,K,Q,8,6",347,8794049
Flush: AJT98,"ranks=A,J,T,9,8",607,8833081
Flush: AQJ97,"ranks=A,Q,J,9,7",496,9104173
Flush: AKJ96,"ranks=A,K,J,9,6",377,9194537
Flush: AQJT6,"ranks=A,Q,J,T,6",490,9325327
Flush: AQT98,"ranks=A,Q,T,9,8",523,9442259
Flush: AKQJ5,"ranks=A,K,Q,J,5",327,9546481
Flush: AKJ87,"ranks=A,K,J,8,7",382,9722453
Flush: AKQ96,"ranks=A,K,Q,9,6",341,9828643
Flush: KQJT7,"ranks=K,Q,J,T,7",817,9945637
Flush: AKQ87,"ranks=A,K,Q,8,7",346,10392967
Flush: KQJ98,"ranks=K,Q,J,9,8",823,10743949
Flush: AKJ97,"ranks=A,K,J,9,7",376,10866271
Flush: AQJT7,"ranks=A,Q,J,T,7",489,11020841
Flush: AKJT6,"ranks=A,K,J,T,6",370,11130229
Flush: AKT98,"ranks=A,K,T,9,8",403,11269793
Flush: AKQ97,"ranks=A,K,Q,9,7",340,11615669
Flush: AKQT6,"ranks=A,K,Q,T,6",334,11897831
Flush: AQJ98,"ranks=A,Q,J,9,8",495,11905457
Flush: KQJT8,"ranks=K,Q,J,T,8",816,13005833
Flush: AKJT7,"ranks=A,K,J,T,7",369,13153907
Flush: AKQT7,"ranks=A,K,Q,T,7",333,14061073
Flush: AKJ98,"ranks=A,K,J,9,8",375,14209739
Flush: AQJT8,"ranks=A,Q,J,T,8",488,14411869
Straight Flush to K,"ranks=9,T,J,Q,K",2,14535931
Flush: AKQJ6,"ranks=A,K,Q,J,6",326,15001613
Flush: AKQ98,"ranks=A,K,Q,9,8",339,15189721
Flush: AQJT9,"ranks=A,Q,J,T,9",487,16107383
Flush: AKJT8,"ranks=A,K,J,T,8",368,17201263
Flush: AKQJ7,"ranks=A,K,Q,J,7",325,17729179
Flush: AKQT8,"ranks=A,K,Q,T,8",332,18387557
Flush: AKJT9,"ranks=A,K,J,T,9",367,19224941
Flush: AKQT9,"ranks=A,K,Q,T,9",331,20550799
Flush: AKQJ8,"ranks=A,K,Q,J,8",324,23184311
Flush: AKQJ9,"ranks=A,K,Q,J,9",323,25911877
Royal Flush,"ranks=A,K,Q,J,T",1,31367009
